nama_pengguna,tanggal,ulasan,label_sentimen,nama_layanan kesehatan
Mrgarabs 505,2 tahun lalu,"Pelayanannya mulai buruk. Oendafyaran online hanya bisa di hari minggu itupun harus setelah subuh daftar, dan sering kali di full. ",negatif,RSU Anna Medika Madura
Rini NurQ,10 bulan lalu,"AC kamar mati trs, teknisi katanya sdh lama dipanggil tp gak di benahi, minta tlg kamar mandinya juga di jaga kebersihan",negatif,RSU Anna Medika Madura
ADEN,2 tahun lalu,"Pelayanan Bagian Depan Pendaftaran Sangat Buruk Dan Kettus Terhadap Keluarga Pasien, Sangat Kecewa Dengan RS Anna Medika Sekarang Gak Seperti Dulu, Daftar Kontrol Sdh Terdaftar Pas Hari Kontrolx Malah Nama Istri Saya Tdk Ada Padahal Sdh",negatif,RSU Anna Medika Madura
Melissa Ankasadi,3 tahun lalu,"Gak lagi-lagi deh adik dirawat karena demam berdarah mengeluh pusing dan demam suhu 39 sudah lapor perawat jaga dari jam 14.30 sore infonya obat akan disiapkan sampai jam 17.00 g ada tanda2 obat datang, silahkan nilai sendiri kinerja pelayanannya",negatif,RSU Anna Medika Madura
Husnul Arifin,2 tahun lalu,"Pendaftaran kontrol masih belum praktis, masih menggunakan telepon atau datang langsung ke RS. Itu pun ketika ditelepon masih susah diangkat. Masukan untuk ke depannya pendaftaran kontrol melalui online menggunakan media whatsapp. Call",negatif,RSU Anna Medika Madura
TRETAN SILAT,2 tahun lalu,Pelayanan dokternya ramah dan cepat cuma masalah pengambilan resep obat sangat lama dan pekerjaannya lelet,negatif,RSU Anna Medika Madura
Arifia Mulyana,5 tahun lalu,"Mohon diperbaiki lagi dalam berkomunikasi dengan pelanggan/pasien.
 Untuk Pelayanan dokter sudah bagus.",negatif,RSU Anna Medika Madura
Bangkalan Madura,10 bulan lalu,"gada kantin, di igd malah stel dangdut pegawainya",negatif,RSU Anna Medika Madura
Rangga Abdan,setahun lalu,"Pelayanan sangat kurang, jadi batal mau masuk",negatif,RSU Anna Medika Madura
Wahyu Asma Yusufin,3 tahun lalu,Mohon di perbaiki pelayanannya untuk call center dan perawatnya sulit di hubungi untuk control,negatif,RSU Anna Medika Madura
Nadiya Fitriya Al Faroeq,1 hari lalu,instalasi farmasinya lama banget ya:),negatif,RSU Anna Medika Madura
Achmad Iir,2 bulan lalu,"Mohon diperbaiki pelayananya. Susternya khusus lantai 2 sangat tidak ramah sekali. Pelayanan di bagian pendaftaran, kurang bisa memberikan informasi yg jelas. Minta tlong utk suster2 lantai 2 seharusnya pasien dikasih semangat dll, khusus ",negatif,RSU Anna Medika Madura
hiyarul fajri,4 bulan lalu,"Istri saya kandungan sudah 8bulan , niat mau usg +cek up malah dokter nya kek Taii.!! Jadwal jm 15:00 jam 16:50 masih belum datang .!! Tidak disiplin blassss..!!!!!!! Liat istri saya kasian ""kek tengnga kocak.en "" cukup sekaali kalo tdk emergency. Parahhhh. _ 24 desember 2024",negatif,RSU Anna Medika Madura
sofia agustin,2 bulan lalu,"Pelayanan bad service, udah ambil no antrian tapi yang masuk dan di panggil sesuai kedatangan dari awal tidak diberi tau pada saat pendaftaran, percuma nunggu lamaÂ² kalau tidak sesuai dengan no antrian, apa gunanya no antrian kalo sesuai sama kedatangan, dokternya juga tidak sesuai jamnya molor lama",negatif,RSU Anna Medika Madura
Adi Kobraa,3 bulan lalu,tempatnya nyaman. cuman pelayanan bidan persalinanya tolong.. masak masuk dr jam 4 sore sdh bukaan 2. malah yang mau di chek lagi dan di proses persalinanya sekitar jam 2 malem. setelah di paksaÂ² terus ternyata jam 11 malem udh lahiran.,negatif,RSU Anna Medika Madura
Suciati Faradila,2 bulan lalu,"Untuk adminnya kurang gercep, katanya pendaftaran lewat wa biar lebih efisien tapi responnya lama banget,sampai berjam-jam padahal online.
 Nanti kalau langsung kesana pas jam nya dibilang full antrian, ini mau daftar dari jam 9 sampai saat ini belom ada respon.....",negatif,RSU Anna Medika Madura
Budi Setiawan,5 bulan lalu,"antri di tempat untuk tensi lama sekali, 1 jam lebih, perawat nya cuma 3,padahal yg antri banyak sekali
 tempat duduk juga sangat terbatas ",negatif,RSU Anna Medika Madura
Farisa Fariani,3 bulan lalu,"No recommend, antri obat lama sekali weeehh .. apa karena BPJS ? Tempat duduk terbatas jg ..Sempit sekali rumah sakitnya ..Jelek",negatif,RSU Anna Medika Madura
Moch Afifuddin,2 bulan lalu,Pelayanan kurang baik masa udah ambil nomer antrian tapi yang masuk sesuai kedatangan pliss lah gunanya nomor antrian apa pakkk,negatif,RSU Anna Medika Madura
yoyok amsudi,setahun lalu,"Dokter terlambat guys.. Yg seharusnya jam 10.00 WIB sih,, sudah hampir 1 jam lebih... Kasihan ini pasien sudah on time sblm jam 10.. Pemkab Bangkalan tlg ditindak donk.. Jalan banyak yg bolong, RS pelayanan buruk, DPRD gajinya naik terus.. Bangkalan oh Bangkalan",negatif,RSU Anna Medika Madura
Diah Amalia,4 bulan lalu,Bawa pasien sesek nafas kesana niatnya pake bpjs katanya harus ke puskesmas bangkalan dulu terus niat mau pake umum bayar malah gabisa . Orang sakit dibikin mondar mandir tololll,negatif,RSU Anna Medika Madura
Esa Rahman Aprilla,setahun lalu,"Sesuai dengan ulasan"" yg ada, padahal rs nya tidak terlalu ramai tapi untuk contact person jawabnya terlalu lama untuk dihubungin. Kontrol poli dapat rujukan di rs ini, kalo rujukan tidak disini tidak akan disini jugaâ˜º",negatif,RSU Anna Medika Madura
028_ Farah Vebita N.S,4 bulan lalu,"Pelayanan pengambilan obat lelet seeekaaaliiiiiiii, pelayanan lama. Memangnya tidak ada minimal waktu pelayanan perpasien kah??",negatif,RSU Anna Medika Madura
Djadja Hari romadhon,sebulan lalu,"Soal kebersihan di kamar mandi kurang bersih , dan tidak adanya sabun di kamar mandi maupun di wastafel",negatif,RSU Anna Medika Madura
Radtya Rahman,9 bulan lalu,Perawat dan Dokter Piketnya Tolol....Sudah tau rumah sakit tetapi malah bersenda gurau dan tertawa cekikikan sangat keras..,negatif,RSU Anna Medika Madura
Noname,setahun lalu,Pelayanan kurangg bgtt.. lamaaa sekali..Masak iya nomer antriannya di lanjat sama perawatnyaaa tolong diperhatikan lagiiii... Banyak org yg antriii mbakkk...!!!!!,negatif,RSU Anna Medika Madura
Mas Bie,10 bulan lalu,Orang tua saya sakit jantung mau mati tp di tolak di igd nya cuma dg alasan bednya gak ada padahal ini mau mati nyawa taruhanya ya alloh sulit kali klo jadi org kecil,negatif,RSU Anna Medika Madura
muslim mubaroq,setahun lalu,"Maaf Pelayanan lama sekali, masuk IGD jam stgh 1 dini hari cek lab tp di suruh nunggu sampai jam 6 karena dokternya masih tidur dirumahnya? Bukannya dokter harus standby ya kl di IGD... ",negatif,RSU Anna Medika Madura
Mas_Bie,10 bulan lalu,Mungkin yang survei ini salah ini bukan rumah sakit tp lebih patut masih klinik masih blom mumpuni bed aja hal spele kekurangan orang mau mati masih di suruh pergi ke rumah sakit lain,negatif,RSU Anna Medika Madura
Retna Nurlita,2 tahun lalu,"Dokter spesialis anak yg perempuan tolong dibenahi pelayanan nya. Ngomong nya kasar, harusnya didepan anak sakit dikasih support baik. Siapa juga yg mau rawat inap di RS. Pelayanan di RS sdh baik, dokter umum dan perawat yg di IGD jg ramah, tp klo pelayanan dokter spesialis anak malah gak karuan.",negatif,RSU Anna Medika Madura
Nining Ratna Rahayu,2 tahun lalu,"Daftar kontrol via WA bilangnya di WA no antrian 18, ketika nyampe di RS pas ditanya ternyata dapat no antrian 25 (No. Antrian terkahir). Sangat kecewa dengan pelayanan Administrasinya, harusnya ada informasi kembali ke pasien kalau no. ",negatif,RSU Anna Medika Madura
Bintang Saputra,setahun lalu,"Istri sya hmil trus pndrahan subuh,ke igd lma bngt bidanny,udh gitu gada dokterny,masih nunggu sore sdngkan istri sya pendarahan hebat,sya bergegas untk membawa ke rs lain,di annamedika blum di tindak apaâ€obat maupun infus hanya konsul ke ",negatif,RSU Anna Medika Madura
mega lurianti,2 tahun lalu,Pelayanan sangat sangat jelek. Masuk igd jam set 5 baru dikasih kabar kalau harus rujuk ke rsud jam 8 :) kita harus nunggu berjam2 karna menunggu konfirmasi dokter penyakit dalam (dokter penyakit dalam cewek insial dr Y R) Padahal kalau si,negatif,RSU Anna Medika Madura
Meida Matondang,2 tahun lalu,"Jaga mlm UGD tgl 6/3/23 dokter dan perawatnya perlu dipertanyakan lg???pelayanan sangat buruk,sy dtg jam 21.00 wib bawa anak sy yg demamnya naik turun sdh 5 hari dgn membawa obat dr dokter indah..dokter jaganya malah menyuruh kita pulang",negatif,RSU Anna Medika Madura
thia julianto,2 tahun lalu,"Tempatnya sih nyaman, deket banget dari rumah.. tp pelayanan nya buruk banget, perawatnya cuek.. anak saya waktu hari kedua MRS Panas 39,2 di cek suhu oleh siswa praktek jam 13.00 sampek jam 15.00 tidak ada perawat yg datang memberikan obat ",negatif,RSU Anna Medika Madura
Reindy Rasyid,setahun lalu,Rumah sakit ini sepertinya hanya sbg tempat praktik mahasiswa keperawatan saja dsini.. Pelayanan sangat menyedihkan.. Bisa2 nyawa taruhannya..,negatif,RSU Anna Medika Madura
heni,2 tahun lalu,"Terimakasih sudah membantu bagian daftar..tp jgn galak sama pasien,klo ada miskomunikasi seharusny tetep mnt maaf.wong pasienx biasa g marh..kok teriak2...jdwal dokter mandaadak tdk ada..padahl sdh puny nomor antrean.seharusx mnt maaf sama",negatif,RSU Anna Medika Madura
bukti lulus,setahun lalu,parah...dokter jaga IGD nya ga bertanggung jawab...ketawa tiwi main komputer dan tidak memberikan pertolongan utama...ingat 1 detik nyawa melayang...ga punya jiwa menolong jadi dokter,negatif,RSU Anna Medika Madura
Anis Fitria,setahun lalu,"Lebih baik pilih yang lain, 7 kali masukin jarum infus ke balita gagal, apa tega sbg orang tua melihat anak kesakitan sepeti itu",negatif,RSU Anna Medika Madura
Nensi Nirasari,2 tahun lalu,Utk pemeriksaan dokter spesialis selalu singkat tdk prnah lama mmeriksa pasien hnya sprti tanya jawab interview gtu dan tiap sy brkunjung hnya 1 mnit sj tdk lbih pdahal pasien baik penyakit biasa ataupun berat hrus di periksa/dcek betul,negatif,RSU Anna Medika Madura
Bunga indah Permatasari,2 tahun lalu,"Rumah sakit dg kualitas pelayanan yg SGT tidak rekomendasi !!
 TLP sejak 2hr untuk daftar poli tidak diangkat sama sekali !! Di wa pun lambat responnya !!",negatif,RSU Anna Medika Madura
Ahmad Rafli,6 bulan lalu,"Kebanyakan Antri dan lama banget, antri obat aja 2jam",negatif,RSU Anna Medika Madura
Michael Christian,2 tahun lalu,"Pelayanan burukk
 Gak ada penanganan pertama
 Adik saya panas tinggi & sesak nafas tidak ada penanganan pertama ",negatif,RSU Anna Medika Madura
Kinan Kinan,2 tahun lalu,Dokter nya ok. Tapi pelayan nya gak jelas. Nelpon sampe 50 kali gak di angkat. Wa hampir sebulanan gak dibles. Pass datang ke loket dibilnng bisa wa. Wany aja gak pernh dibles akhirnya bolak balik. Klo gak mau di angkat gak ush sediain,negatif,RSU Anna Medika Madura
Herman Syafii,2 tahun lalu,"Pelayanan buruk utk pasien bpjs,terutama di penyakit dlm,pasien mengeluh tdk disarankan apa2,lgsung diksih resep&lama sekali hnya utk obat 2 strip,klo pasien umum keluhan pasien direspon,dikasih saran dll,sedih sekali jd pasien bpjs,kupikir ",negatif,RSU Anna Medika Madura
Muhammad Iqbal,2 tahun lalu,"Intinya kalau pelayanan dokter cukup bagus. Tetapi untuk pelayanan Rumah Sakitnya sangat amat mengecewakan, daftar via telfon tidak dijawab, di wa juga tidak jelas, paringi sabar",negatif,RSU Anna Medika Madura
astrid nautika,4 tahun lalu,Saya merasa kecewa berobat di rumah sakit ANA MEDIKA BANGKALAN MADURA karena disaat istri saya hamil dan pecah air ketubannya justru malah tidak disarankan untuk operasi malah disarankan untuk opname. Sehingga anak saya terdeteksi ada,negatif,RSU Anna Medika Madura
Bagus Dwi Nugroho,3 tahun lalu,"Pelayanan dokter dan perawat sudah cukup bagus. Khususnya dr. Desak, Sp.OG. The best in town.
 Tapi .. Customer Servicenya parah. Selalu mengecewakan, baik pelayanan maupun komunikasi. Telepon tidak pernah diangkat, padahal tertulis hotline service 24 jam",negatif,RSU Anna Medika Madura
Alex Wibawa,3 tahun lalu,Dokternya gak ada rasa tanggung jawabnya dan pelayanan kurang bagus suster dan dokternya kasar semua seperty macan g d kasih makan beginilah kalau pihak atasannya kurang tegas jadi dokternya lelet kayak cacing kepanasan,negatif,RSU Anna Medika Madura
Riska Fimiyana,setahun lalu,Sangat jelek sekali pelayanan administrasi di RS anna medika. Kapok deh ga mau dirujuk kesana lagi buat akuh. Cukup sekali ini saja. Jelek buanget,negatif,RSU Anna Medika Madura
Salikun Nur,5 tahun lalu,"Not recommended.. Pelayanan sungguh mengecewakan meskipun sdh byar mahal dn tdk menggunakan bpjs. Petugas, staf admin, perawat dn dokter sering miskomunikasi. Prtama kali d sruh beli obat di apotek rs dn lngsung byar stlh itu nyampe k ",negatif,RSU Anna Medika Madura
Anis Ulfiana,2 tahun lalu,"Klo dokterx baik2 n bagus2. Tapi pendaftaran paling ruwet cuma d anna medika. Disediakan pendafaran via tlp 24 jam d tulisanx, tp d tlp brkali2 selama 1 jam mulai jam 6 pagi smpe jam 7 gak d angkat2. Pas hari minggu berikutx coba dftar via ",negatif,RSU Anna Medika Madura
Asmuji Erna,2 tahun lalu,Untuk pendaftaran administrasi pasien RSU Anna Medika Madura. semua poly penyakit daftarnya di fokuskan hari minggu hingga mengakibatkan pendaftar membludak tolong di evaluasi lagi....,negatif,RSU Anna Medika Madura
Kameliya Royanti,3 tahun lalu,"Hari ini tanggal 23 februari 2022 bawa ponakan yg lagi deman ke anna medika, ternyata Pelayanan IGD nya benar benar mengecewakan,,, bagaimana bisa berkembang kalau pelayanannya jelek kyak gini , tolong diperbaiki layanannya. ",negatif,RSU Anna Medika Madura
aida,5 tahun lalu,"Masyaallah nelfon berkali-kali untuk daftar ambil no antrian tapi tidak ada jawaban sama sekali
 Mohon jika seperti itu tidak usah di adakan pelayanan via telefon untuk ambil no ",negatif,RSU Anna Medika Madura
Nurul Arifiyanti,5 tahun lalu,"pertama kali mau periksa disini kecewa dengan pelayanan pendaftaran poli,
 sudah daftar di hari jumat malah ditulisnya hari kamis...
 next harus fokus donk, ",negatif,RSU Anna Medika Madura
13 23,2 tahun lalu,Tolong di kontrol kembali.Terlalu kelamaan. Kariyawannya KEBANYAKAN SANTAI.tidak Adil bagi konsumen. Masak Ngantri sampai 3 jam yg sakit tambah parah,negatif,RSU Anna Medika Madura
Ahsani Taqwim,3 tahun lalu,"Dokternya lama bgt yg dateng. Kata adminnya suruh dateng jam 2, tapi setiap kali periksa dokternya selalu dateng jam 4 lebih. Tolong lah yg profesional.",negatif,RSU Anna Medika Madura
bebelhz,2 tahun lalu,"Pelayanan di Administrasi tolong di benahi ya kak Nuril :)
 Kita bayar tapi pelayanan sangat 0 apalagi yg pakai BPJS , bagaimana yaa ?!",negatif,RSU Anna Medika Madura
Adiey Law,4 tahun lalu,"pelayanan terburuk , niat USG kandungan , jangankan keterangan kondisi bayi nya , gambar bayi nya aja gak kliatan udah di print.
 TIDAK REKOMENDASI",negatif,RSU Anna Medika Madura
MJM organizer,2 tahun lalu,"Pelayanan administrasi untuk pendaftaran kontrol kurang baik.
 Ada nomor telfon tapi dihubungi berkali kali no respon.",negatif,RSU Anna Medika Madura
Muklis Solikhin,6 bulan lalu,"Bad service, sangat buruk",negatif,RSU Anna Medika Madura
Rizky Putra Adilana,2 tahun lalu,"RS gak jelas, Pelayanan menurun, fasilitas kamar gak sesuai dan banyak rusak",negatif,RSU Anna Medika Madura
Ion,2 tahun lalu,"Dokter bagus, cuma pelayanan loket yg kurang bagus adminitrasi waktu malam trima pasien.",negatif,RSU Anna Medika Madura
Mohamed Sukri,10 bulan lalu,Pelayanan obat lama sekali.,negatif,RSU Anna Medika Madura
Muthilatul Matlubah,5 tahun lalu,Pelayanan tdk memuaskn dn tdk ada sop yg jlas antara perawat dn staf. Bayar tdk sedikit dn pelayanan sungguh mengecewakan,negatif,RSU Anna Medika Madura
Mohammad Rofi'i,setahun lalu,Pelayan kurang. Masak cuman bersihin kamar sampai lebih dari 5 jam,negatif,RSU Anna Medika Madura
Rifi Rofi,setahun lalu,"Udah seperti pasar ikan,TDK rapi gk di siplin",negatif,RSU Anna Medika Madura
rizha ferdiansyah,2 tahun lalu,"Air keran wastafel dan kamar mandi mati , menyusahkan pasien dan penunggu pasien",negatif,RSU Anna Medika Madura
syaiful bahri,setahun lalu,"Pasien IGD di pasrahkan pada anak magang,",negatif,RSU Anna Medika Madura
Sahrul Yadi,3 tahun lalu,"Gak memuaskan sama sekali , diperribetkan. Saya gak suka",negatif,RSU Anna Medika Madura
Dyah Ayu,4 tahun lalu,File rekamedisku hilang dan pernah 2x tertukar dg org lain,negatif,RSU Anna Medika Madura
tera sonara,2 tahun lalu,Admin kurang bagus dalam pengambilan nomor antrian,negatif,RSU Anna Medika Madura
muchammad aviv,11 bulan lalu,Minta wifi aja gak boleh,negatif,RSU Anna Medika Madura
Faris Fradana,2 tahun lalu,Sia sia udah kecewa beberapa kali disini,negatif,RSU Anna Medika Madura
redmi note,3 tahun lalu,"Kasir Tidak Baik ,Tidak Sopan, Tidak Ramah.",negatif,RSU Anna Medika Madura
Eka Aprilia,2 tahun lalu,Pelayananannya resepsionisnya low bgt,negatif,RSU Anna Medika Madura
Adi Sucipto,5 tahun lalu,pegawai n staf tidak ramah n otak mesum.,negatif,RSU Anna Medika Madura
Dessy Wahdiana,2 tahun lalu,Kurang cepat pelayanannya..,negatif,RSU Anna Medika Madura
Raden Arza,2 tahun lalu,Buruk,negatif,RSU Anna Medika Madura
Fajar Sodiq,5 hari lalu,"Pelayanannya sangat baik, kami sangat puas, perawatnya sangat Ramah Dan santun nada bicaranya. Terima kasih Semoga Glamour Husada tambah maju kedepannya",positif,RSIA GLAMOUR HUSADA KEBUN
Maujdatul Hasanah,sebulan lalu,Pengalaman yang sangat memuaskan melahirkan di RSIA Glamour. Di layani oleh dokter & perawat yang sudah berpengalaman. Fasilitas kesehatan yang bersih & staff rumah sakit yang ramah terhadap pasien. Terima kasih untuk seluruh staff rumah sakit RSIA Glamour. Semoga semakin maju kedepannya,positif,RSIA GLAMOUR HUSADA KEBUN
Abd ROHIM,sebulan lalu,"Pelayanan sangat baik. Tetap jaga kualitas dan profesionalitasnya nggeh Terimakasih banyak, kami sangat merasa terbantu. Semoga RSIA Glamour semakin maju.",positif,RSIA GLAMOUR HUSADA KEBUN
Suronofadhil Fadhil,sebulan lalu,Pelayanan terbaik.. Dokter sama surternx ramah semuanya,positif,RSIA GLAMOUR HUSADA KEBUN
Bellaqueen Nesah,2 bulan lalu,pelayananx sangat baik juga ramah fasilitasx juga sm walaupun memakai bpjs.... trimakasih buat pelayananx yg sgt memuas kn pasien... tmbah maju RSIA glamour husada,positif,RSIA GLAMOUR HUSADA KEBUN
Fathul Qorib,2 minggu lalu,"trimakasih , dan pelayanan mantep ... Semoga terus maju dan menjadi pilihan utama masyarakat dan sekitar",positif,RSIA GLAMOUR HUSADA KEBUN
,,,,RSIA GLAMOUR HUSADA KEBUN
Horiq Enjoy,seminggu lalu,Terimakasih banyak atas pelayanannya kepada bapak dokter dan semua perawat yg ada di RSIA GLAMOUR,positif,RSIA GLAMOUR HUSADA KEBUN
Dimas yogga1122,2 bulan lalu,"Untuk saya pribadi sebagai pasien waktu istri melahirkan ,pelayanan sangat bagus stpamnya sigal, semua staf nya juga ramah , Pelayanan cepat Kebersihan juga Untuk kedepanya semoga RSIA GLAMOUR HUSADA KEBUN , tambah maju berkembang di kalang. Semua masyarat",positif,RSIA GLAMOUR HUSADA KEBUN
Ruwet Ruwet,2 bulan lalu,Pelayanan bagus Ramah..baik dan sopan,positif,RSIA GLAMOUR HUSADA KEBUN
Devi Putri Pratama,2 bulan lalu,"RSIA dengan pelayanan yang luar biasa, tidak membeda-bedakan pasiennya. Mulai dari perawat, dokter sampai petugas keamanan nya pun luar biasa pelayanannya Sangat rekomendasi untuk yang mau melangsungkan persalinan",positif,RSIA GLAMOUR HUSADA KEBUN
